Transaction ID,Date,Account Number,Bank Name,Bank Statement Amount,Book Records Amount,Match Status
TXN-005259,2037-05-25,ACCT-179987,Chase,712.26385,1306.1399,Break
TXN-005277,2037-06-12,ACCT-364462,Bank of America,-4.005636,-4.097636,Break
TXN-005281,2037-06-16,ACCT-269230,Bank of America,26.129025,78.77594,Break
TXN-005288,2037-06-23,ACCT-803662,Chase,-3.9940784,-4.0673685,Break
TXN-005292,2037-06-27,ACCT-981617,Bank of America,-0.35825482,-2.2602065,Match
TXN-005294,2037-06-29,ACCT-174821,Citibank,445.60474,673.9254,Break
TXN-005296,2037-07-01,ACCT-729178,Citibank,23.567354,51.762016,Break
TXN-005298,2037-07-03,ACCT-057700,HSBC,-4.005636,-4.097636,Match
TXN-005300,2037-07-05,ACCT-644274,Citibank,-4.005635,-4.097635,Match
TXN-005302,2037-07-07,ACCT-529477,Bank of America,-4.005349,-4.096972,Break
TXN-005303,2037-07-08,ACCT-062622,HSBC,3.149567,19.467003,Break
TXN-005306,2037-07-11,ACCT-492177,Citibank,-3.8316126,-3.379863,Break
TXN-005312,2037-07-17,ACCT-809918,Chase,2646.7498,2499.8643,Match
TXN-005316,2037-07-21,ACCT-875581,Bank of America,-3.9176617,-4.0318975,Break
TXN-005320,2037-07-25,ACCT-502105,Bank of America,360.99246,428.8722,Match
TXN-005321,2037-07-26,ACCT-696698,Chase,2811.7722,2696.9734,Match
TXN-005323,2037-07-28,ACCT-512386,Bank of America,-4.005636,-4.097636,Break
TXN-005330,2037-08-04,ACCT-783677,Citibank,-4.0056148,-4.097597,Break
TXN-005331,2037-08-05,ACCT-104093,Wells Fargo,169.75665,145.08664,Break
TXN-005335,2037-08-09,ACCT-080701,Chase,1178.5763,1130.1115,Match
TXN-005342,2037-08-16,ACCT-958902,Citibank,-4.004208,-4.095658,Match
TXN-005343,2037-08-17,ACCT-075137,HSBC,2220.5784,1723.5527,Match
TXN-005344,2037-08-18,ACCT-925389,HSBC,46.164055,89.14429,Break
TXN-005346,2037-08-20,ACCT-120919,Chase,635.35284,734.801,Match
TXN-005347,2037-08-21,ACCT-421104,Chase,-4.0055437,-4.097557,Match
TXN-005348,2037-08-22,ACCT-431024,Citibank,1279.6915,1651.8704,Break
TXN-005349,2037-08-23,ACCT-123756,Chase,-3.9721093,-4.0012426,Break
TXN-005353,2037-08-27,ACCT-873515,Citibank,-3.7437265,-3.2762682,Break
TXN-005368,2037-09-11,ACCT-300273,Bank of America,126.52412,200.61482,Break
TXN-005371,2037-09-14,ACCT-089787,Bank of America,-2.2481863,3.477814,Break
TXN-005373,2037-09-16,ACCT-722688,Bank of America,0.66637886,10.627876,Break
TXN-005374,2037-09-17,ACCT-063198,Chase,-4.005486,-4.0969405,Break
TXN-005375,2037-09-18,ACCT-485876,Wells Fargo,-4.0056357,-4.0976357,Break
TXN-005381,2037-09-24,ACCT-935884,Citibank,-3.9981613,-4.0880303,Break
TXN-005384,2037-09-27,ACCT-730013,Citibank,-4.005636,-4.0976357,Break
TXN-005388,2037-10-01,ACCT-962507,Citibank,302.10385,363.32175,Break
TXN-005391,2037-10-04,ACCT-435114,Citibank,-3.9633765,-3.9805398,Break
TXN-005393,2037-10-06,ACCT-140185,Wells Fargo,-3.5352182,-3.754283,Match
TXN-005394,2037-10-07,ACCT-023339,Citibank,-3.7351732,-2.834243,Break
TXN-005395,2037-10-08,ACCT-381615,Citibank,-3.7484639,-3.7190082,Match
TXN-005402,2037-10-15,ACCT-750905,Bank of America,12.275181,71.93612,Break
TXN-005409,2037-10-22,ACCT-251759,HSBC,-4.0056334,-4.097635,Match
TXN-005414,2037-10-27,ACCT-518229,Citibank,490.29297,1083.0508,Match
TXN-005416,2037-10-29,ACCT-365700,HSBC,-4.0056114,-4.097618,Break
TXN-005417,2037-10-30,ACCT-398201,Bank of America,-4.0029364,-4.0922847,Match
TXN-005421,2037-11-03,ACCT-801431,HSBC,166.19423,348.55502,Break
TXN-005424,2037-11-06,ACCT-318548,Citibank,-3.9821572,-4.065163,Match
TXN-005430,2037-11-12,ACCT-934258,Wells Fargo,-4.005204,-4.0974784,Match
TXN-005433,2037-11-15,ACCT-379165,Bank of America,-4.005632,-4.097631,Match
TXN-005434,2037-11-16,ACCT-538339,Citibank,-4.005518,-4.0975165,Match
TXN-005436,2037-11-18,ACCT-033041,Citibank,-3.9960973,-4.0938473,Match
TXN-005440,2037-11-22,ACCT-661144,HSBC,-3.5514328,-3.7690842,Match
TXN-005443,2037-11-25,ACCT-294251,Citibank,3.0794594,1.4976391,Match
TXN-005444,2037-11-26,ACCT-656987,Chase,-2.4380686,-2.4936092,Match
TXN-005446,2037-11-28,ACCT-139139,HSBC,31.920298,16.718365,Match
TXN-005449,2037-12-01,ACCT-128267,Wells Fargo,-3.5590804,-3.6394603,Break
TXN-005450,2037-12-02,ACCT-471227,Wells Fargo,-4.003737,-4.094425,Break
TXN-005451,2037-12-03,ACCT-248120,Citibank,302.04285,711.6033,Match
TXN-005464,2037-12-16,ACCT-693860,Citibank,-4.0042543,-4.090851,Break
TXN-005469,2037-12-21,ACCT-831297,Bank of America,146.05922,188.4774,Match
TXN-005470,2037-12-22,ACCT-485438,Chase,-1.1252664,4.027457,Break
TXN-005473,2037-12-25,ACCT-281873,HSBC,-3.901663,-3.8438563,Break
TXN-005476,2037-12-28,ACCT-866690,Citibank,-4.005621,-4.09754,Break
TXN-005484,2038-01-05,ACCT-788877,Bank of America,-4.002487,-4.093283,Match
TXN-005487,2038-01-08,ACCT-527398,Chase,-4.0056357,-4.0976334,Break
TXN-005491,2038-01-12,ACCT-368168,Citibank,0.01922211,-1.3319575,Match
TXN-005495,2038-01-16,ACCT-328972,Bank of America,-3.9829016,-4.0179625,Break
TXN-005496,2038-01-17,ACCT-672495,Citibank,-3.7745662,-3.8807957,Break
TXN-005511,2038-02-01,ACCT-518229,Citibank,-2.7149796,-2.8397517,Match
TXN-005513,2038-02-03,ACCT-267825,Citibank,1076.5708,913.35187,Match
TXN-005515,2038-02-05,ACCT-142353,Bank of America,-4.005535,-4.0972576,Break
TXN-005520,2038-02-10,ACCT-641387,Bank of America,8.700035,8.788191,Match
TXN-005525,2038-02-15,ACCT-092404,Bank of America,-3.801177,-3.7757804,Break
TXN-005526,2038-02-16,ACCT-855749,HSBC,13.538496,26.882322,Break
TXN-005527,2038-02-17,ACCT-688016,HSBC,36.73672,31.325405,Match
TXN-005531,2038-02-21,ACCT-142607,HSBC,46.007366,29.808811,Match
TXN-005535,2038-02-25,ACCT-434279,Bank of America,-3.999346,-4.0816736,Break
TXN-005536,2038-02-26,ACCT-037111,Citibank,19.29774,50.335304,Break
TXN-005537,2038-02-27,ACCT-320616,HSBC,-2.4541047,-1.5466725,Break
TXN-005540,2038-03-02,ACCT-125660,Bank of America,-3.9982138,-4.0920486,Match
TXN-005542,2038-03-04,ACCT-448465,Chase,111.608734,214.96355,Match
TXN-005543,2038-03-05,ACCT-516447,Citibank,602.907,544.96826,Match
TXN-005544,2038-03-06,ACCT-022689,HSBC,2357.3298,2325.7734,Match
TXN-005547,2038-03-09,ACCT-534406,HSBC,2400.3198,2007.2913,Match
TXN-005549,2038-03-11,ACCT-215948,Citibank,-3.8809032,-3.3520784,Break
TXN-005554,2038-03-16,ACCT-516937,Chase,1882.4772,2114.2327,Break
TXN-005561,2038-03-23,ACCT-498031,HSBC,0.26014313,4.804866,Break
TXN-005566,2038-03-28,ACCT-408684,Citibank,3.6851227,5.5401316,Match
TXN-005568,2038-03-30,ACCT-580586,Citibank,-3.8693466,-3.8691888,Break
TXN-005570,2038-04-01,ACCT-187616,Bank of America,1.7159251,5.2631626,Break
TXN-005576,2038-04-07,ACCT-526672,Chase,613.99567,461.6882,Match
TXN-005579,2038-04-10,ACCT-808002,Bank of America,-3.0782025,-2.17523,Break
TXN-005583,2038-04-14,ACCT-954901,Bank of America,-4.0043387,-4.095431,Match
TXN-005586,2038-04-17,ACCT-719481,Bank of America,-4.0038633,-4.095333,Match
TXN-005589,2038-04-20,ACCT-493636,Bank of America,-4.004796,-4.0959263,Break
TXN-005592,2038-04-23,ACCT-507054,Citibank,315.5726,378.54114,Match
TXN-005593,2038-04-24,ACCT-426731,Citibank,-3.695791,-3.695671,Match
TXN-005597,2038-04-28,ACCT-799110,Wells Fargo,0.9634589,3.8685644,Break
TXN-005601,2038-05-02,ACCT-006470,Citibank,-3.9952059,-4.073506,Break
TXN-005603,2038-05-04,ACCT-626756,HSBC,-4.0053644,-4.0972567,Break
TXN-005605,2038-05-06,ACCT-599661,Citibank,0.1531628,12.804805,Break
TXN-005608,2038-05-09,ACCT-585320,Bank of America,-3.9928756,-4.0802827,Match
TXN-005619,2038-05-20,ACCT-259267,HSBC,17.609428,38.774105,Break
TXN-005620,2038-05-21,ACCT-307778,Citibank,-1.5936438,-0.4606184,Break
TXN-005623,2038-05-24,ACCT-771927,Bank of America,-4.004726,-4.09607,Match
TXN-005625,2038-05-26,ACCT-973627,HSBC,2802.2327,2610.0444,Match
TXN-005626,2038-05-27,ACCT-711031,Citibank,436.44247,833.7426,Break
TXN-005627,2038-05-28,ACCT-841106,Chase,-3.893939,-3.961949,Match
TXN-005632,2038-06-02,ACCT-425206,Bank of America,-4.0048914,-4.094417,Break
TXN-005637,2038-06-07,ACCT-800620,Citibank,2063.4727,1706.4191,Match
TXN-005644,2038-06-14,ACCT-375172,HSBC,115.265945,127.94965,Break
TXN-005645,2038-06-15,ACCT-862299,Bank of America,-4.005636,-4.097636,Break
TXN-005646,2038-06-16,ACCT-533014,Bank of America,0.14671454,0.34285197,Break
TXN-005656,2038-06-26,ACCT-744716,Chase,2509.1252,2452.4353,Match
TXN-005657,2038-06-27,ACCT-806089,HSBC,2177.8452,2026.0206,Break
TXN-005659,2038-06-29,ACCT-426660,Chase,2151.934,2213.5896,Match
TXN-005662,2038-07-02,ACCT-649750,HSBC,-4.0047894,-4.097116,Break
TXN-005672,2038-07-12,ACCT-331827,HSBC,104.786545,176.68323,Break
TXN-005676,2038-07-16,ACCT-114601,HSBC,119.044044,80.464516,Break
TXN-005679,2038-07-19,ACCT-853370,Citibank,6.223051,11.831828,Break
TXN-005684,2038-07-24,ACCT-695547,Citibank,-4.00563,-4.0976305,Match
TXN-005691,2038-07-31,ACCT-057495,Bank of America,-3.918244,-3.9188325,Break
TXN-005692,2038-08-01,ACCT-279089,Citibank,-3.9947743,-4.0851765,Break
TXN-005693,2038-08-02,ACCT-249926,HSBC,-4.00304,-4.095015,Break
TXN-005694,2038-08-03,ACCT-181608,HSBC,-3.9746356,-4.07551,Match
TXN-005700,2038-08-09,ACCT-003657,Citibank,2149.0916,1872.0007,Match
TXN-005705,2038-08-14,ACCT-265187,Chase,-3.9151983,-4.0065684,Match
TXN-005714,2038-08-23,ACCT-970108,Bank of America,-4.0056286,-4.097604,Break
TXN-005718,2038-08-27,ACCT-192666,Bank of America,-4.005073,-4.093826,Break
TXN-005725,2038-09-03,ACCT-852067,Bank of America,-4.005636,-4.097636,Break
TXN-005727,2038-09-05,ACCT-536013,Citibank,-4.005621,-4.0976176,Match
TXN-005733,2038-09-11,ACCT-741227,Bank of America,-4.005628,-4.0976124,Break
TXN-005735,2038-09-13,ACCT-802537,Bank of America,-4.0055885,-4.0975237,Break
TXN-005739,2038-09-17,ACCT-730835,HSBC,2767.688,2580.832,Match
TXN-005743,2038-09-21,ACCT-924815,HSBC,2363.16,2404.874,Break
TXN-005746,2038-09-24,ACCT-178779,Citibank,101.23631,78.24104,Match
TXN-005751,2038-09-29,ACCT-617621,HSBC,-4.0022383,-4.0879707,Break
TXN-005752,2038-09-30,ACCT-159169,Citibank,-3.9627905,-3.9418786,Break
TXN-005753,2038-10-01,ACCT-122095,Bank of America,-4.0055885,-4.0976105,Match
TXN-005756,2038-10-04,ACCT-688343,Wells Fargo,-3.3910758,-2.80479,Break
TXN-005758,2038-10-06,ACCT-626926,Citibank,109.91051,177.60089,Match
TXN-005760,2038-10-08,ACCT-443013,Chase,2063.6418,1950.8193,Break
TXN-005761,2038-10-09,ACCT-994624,HSBC,466.12018,946.687,Break
TXN-005766,2038-10-14,ACCT-365470,Citibank,-4.0029187,-4.095584,Match
TXN-005773,2038-10-21,ACCT-329802,Chase,-4.005611,-4.097614,Match
TXN-005774,2038-10-22,ACCT-902376,Wells Fargo,-3.9969332,-4.090293,Match
TXN-005775,2038-10-23,ACCT-043869,Bank of America,-4.0055966,-4.0975504,Break
TXN-005777,2038-10-25,ACCT-699939,HSBC,169.60814,115.48901,Match
TXN-005778,2038-10-26,ACCT-429454,Citibank,-3.0340738,2.6966026,Break
TXN-005779,2038-10-27,ACCT-167567,Chase,2704.58,2578.4138,Match
TXN-005780,2038-10-28,ACCT-534756,Citibank,956.9147,806.8384,Match
TXN-005783,2038-10-31,ACCT-826575,Chase,285.199,233.46935,Match
TXN-005784,2038-11-01,ACCT-608502,Citibank,-4.005634,-4.097631,Break
TXN-005785,2038-11-02,ACCT-095530,Chase,-3.9478672,-4.0128646,Match
TXN-005789,2038-11-06,ACCT-171896,Citibank,-3.4598243,-3.232835,Break
TXN-005790,2038-11-07,ACCT-775415,Bank of America,-3.6810884,-2.9438252,Break
TXN-005792,2038-11-09,ACCT-808958,Citibank,-4.0020638,-4.0930896,Break
TXN-005797,2038-11-14,ACCT-679469,Chase,2238.7393,2450.438,Match
TXN-005798,2038-11-15,ACCT-630055,Chase,1136.8973,1034.6998,Match
TXN-005801,2038-11-18,ACCT-142150,Chase,-4.0056334,-4.0976343,Match
TXN-005802,2038-11-19,ACCT-555248,Citibank,-4.005412,-4.097477,Match
TXN-005812,2038-11-29,ACCT-759038,HSBC,2835.4011,2736.0137,Match
TXN-005828,2038-12-15,ACCT-361871,Citibank,64.234085,154.79646,Break
TXN-005845,2039-01-01,ACCT-365076,Citibank,-4.005466,-4.097069,Break
TXN-005851,2039-01-07,ACCT-386962,Bank of America,-4.005636,-4.097636,Break
TXN-005855,2039-01-11,ACCT-104048,Wells Fargo,-4.005611,-4.0975585,Break
TXN-005856,2039-01-12,ACCT-470541,Chase,-4.005631,-4.09762,Break
TXN-005865,2039-01-21,ACCT-221562,Chase,2877.614,2825.8816,Match
TXN-005871,2039-01-27,ACCT-515500,Citibank,35.845596,109.11792,Break
TXN-005872,2039-01-28,ACCT-069584,Citibank,121.835,181.103,Match
TXN-005878,2039-02-03,ACCT-353167,Bank of America,-4.005636,-4.097636,Match
TXN-005879,2039-02-04,ACCT-391298,Citibank,-4.004534,-4.0918937,Break
TXN-005880,2039-02-05,ACCT-456265,Bank of America,-3.8227205,-3.566758,Break
TXN-005882,2039-02-07,ACCT-775655,Bank of America,-3.9358544,-4.0208416,Match
TXN-005887,2039-02-12,ACCT-745223,Chase,-4.0013485,-4.0950365,Match
TXN-005888,2039-02-13,ACCT-594447,Bank of America,5.6716986,29.484879,Match
TXN-005891,2039-02-16,ACCT-442903,HSBC,-4.003937,-4.096554,Match
TXN-005892,2039-02-17,ACCT-774638,Chase,2627.6174,2550.0913,Match
TXN-005893,2039-02-18,ACCT-830663,Bank of America,-3.9989996,-4.074929,Break
TXN-005896,2039-02-21,ACCT-192042,HSBC,-0.15000048,0.54848707,Break
TXN-005898,2039-02-23,ACCT-292232,HSBC,2086.1167,1834.4517,Match
TXN-005902,2039-02-27,ACCT-990656,Citibank,-4.005636,-4.0976357,Break
TXN-005907,2039-03-04,ACCT-340756,HSBC,90.11998,181.30411,Break
TXN-005908,2039-03-05,ACCT-389557,Citibank,7.6580057,4.7553062,Match
TXN-005914,2039-03-11,ACCT-229759,Chase,-3.882274,-3.8649366,Break
TXN-005916,2039-03-13,ACCT-720108,Bank of America,0.021157116,8.052307,Break
TXN-005918,2039-03-15,ACCT-481233,Citibank,35.489952,100.38343,Break
TXN-005920,2039-03-17,ACCT-052785,Citibank,-3.9829173,-4.0732074,Match
TXN-005926,2039-03-23,ACCT-069466,HSBC,-3.9514055,-4.04768,Match
TXN-005927,2039-03-24,ACCT-466211,Citibank,-3.6350765,-3.5500169,Break
TXN-005933,2039-03-30,ACCT-157966,Bank of America,-4.005636,-4.097636,Break
TXN-005935,2039-04-01,ACCT-348250,HSBC,2420.444,2188.5967,Match
TXN-005942,2039-04-08,ACCT-714362,HSBC,-3.9741652,-4.062926,Break
TXN-005947,2039-04-13,ACCT-831585,Wells Fargo,-4.0056324,-4.097629,Break
TXN-005948,2039-04-14,ACCT-434198,HSBC,2140.8987,2081.7283,Break
TXN-005949,2039-04-15,ACCT-652166,Citibank,6.9570026,17.169617,Match
TXN-005950,2039-04-16,ACCT-946149,HSBC,-2.8666842,-3.3165717,Match
TXN-005952,2039-04-18,ACCT-309010,Citibank,1200.1808,1415.8752,Match
TXN-005955,2039-04-21,ACCT-051056,Chase,263.06897,633.6536,Break
TXN-005960,2039-04-26,ACCT-846610,Citibank,687.87085,504.25842,Match
TXN-005963,2039-04-29,ACCT-077585,Bank of America,-4.004328,-4.0939226,Match
TXN-005967,2039-05-03,ACCT-751955,Bank of America,-4.0053577,-4.0973396,Match
TXN-005972,2039-05-08,ACCT-007829,Citibank,-3.9550714,-4.033316,Match
TXN-005976,2039-05-12,ACCT-978586,Chase,-3.2374365,-1.2307245,Break
TXN-005977,2039-05-13,ACCT-016620,Bank of America,-0.33295956,1.2596225,Match
TXN-005978,2039-05-14,ACCT-236292,HSBC,2867.4785,2782.0715,Match
TXN-005979,2039-05-15,ACCT-633045,HSBC,-4.0056267,-4.097619,Break
TXN-005985,2039-05-21,ACCT-007263,Chase,2301.234,2448.484,Match
TXN-005987,2039-05-23,ACCT-769439,Chase,45.63134,119.597046,Break
TXN-005989,2039-05-25,ACCT-159845,HSBC,-3.943014,-3.95001,Break
TXN-005990,2039-05-26,ACCT-235764,HSBC,-3.9622958,-3.9746225,Break
TXN-005996,2039-06-01,ACCT-509307,Bank of America,-4.0056353,-4.0976353,Break
TXN-005998,2039-06-03,ACCT-925366,Wells Fargo,-4.005636,-4.097636,Match
TXN-006000,2039-06-05,ACCT-105808,Citibank,-4.0055337,-4.0974936,Match
TXN-006003,2039-06-08,ACCT-057700,Citibank,-1.891611,5.079714,Break
TXN-006008,2039-06-13,ACCT-310780,Bank of America,-4.005627,-4.0976253,Match
TXN-006012,2039-06-17,ACCT-358861,Citibank,7.1589184,5.6495314,Match
TXN-006013,2039-06-18,ACCT-353992,Bank of America,0.92706573,10.212661,Break
TXN-006016,2039-06-21,ACCT-644348,Chase,364.65088,675.9761,Break
TXN-006017,2039-06-22,ACCT-497737,Bank of America,605.5008,1004.0109,Match
TXN-006020,2039-06-25,ACCT-018403,HSBC,1237.3617,1352.6542,Break
TXN-006024,2039-06-29,ACCT-040664,Citibank,-3.7521708,-3.649307,Match
TXN-006025,2039-06-30,ACCT-754935,HSBC,-4.005113,-4.096545,Break
TXN-006027,2039-07-02,ACCT-059640,Wells Fargo,-3.903214,-3.980569,Break
TXN-006029,2039-07-04,ACCT-537102,HSBC,-3.0668101,-3.1496186,Break
TXN-006032,2039-07-07,ACCT-627138,Wells Fargo,12.853584,10.536124,Match
TXN-006035,2039-07-10,ACCT-316998,Citibank,-3.5492523,-3.6674538,Break
TXN-006036,2039-07-11,ACCT-413765,HSBC,-2.9885068,-2.0576754,Break
TXN-006037,2039-07-12,ACCT-468311,Citibank,-3.9922621,-4.037852,Break
TXN-006039,2039-07-14,ACCT-315113,Citibank,10.410527,5.628622,Match
TXN-006041,2039-07-16,ACCT-490013,Bank of America,-4.005631,-4.09763,Match
TXN-006043,2039-07-18,ACCT-309028,Citibank,-3.8558383,-3.8710644,Break
TXN-006045,2039-07-20,ACCT-744557,Chase,2560.8066,2547.9407,Match
TXN-006048,2039-07-23,ACCT-626290,Citibank,648.5627,1048.6875,Break
TXN-006050,2039-07-25,ACCT-990913,Citibank,1598.5825,1535.4316,Match
TXN-006053,2039-07-28,ACCT-676404,Citibank,-4.004382,-4.095925,Match
TXN-006060,2039-08-04,ACCT-050733,HSBC,-2.284889,-1.7415236,Break
TXN-006064,2039-08-08,ACCT-700782,Wells Fargo,2387.9043,2233.2441,Match
TXN-006076,2039-08-20,ACCT-309995,Citibank,11.828356,13.369504,Break
TXN-006079,2039-08-23,ACCT-694093,Chase,2712.201,2699.1736,Match
TXN-006083,2039-08-27,ACCT-234249,Citibank,-3.6249099,-3.1574988,Match
TXN-006090,2039-09-03,ACCT-105018,Bank of America,-4.005632,-4.0976243,Match
TXN-006091,2039-09-04,ACCT-054371,Chase,236.32164,413.84723,Match
TXN-006094,2039-09-07,ACCT-082964,HSBC,1982.045,1754.103,Break
TXN-006098,2039-09-11,ACCT-877993,Chase,3.9492033,14.921386,Break
TXN-006100,2039-09-13,ACCT-718080,Bank of America,-4.005636,-4.097636,Break
TXN-006103,2039-09-16,ACCT-003870,Bank of America,-4.005636,-4.097636,Break
TXN-006107,2039-09-20,ACCT-261638,Chase,205.81819,220.43835,Match
TXN-006116,2039-09-29,ACCT-088709,Bank of America,-4.005636,-4.097636,Break
TXN-006117,2039-09-30,ACCT-363603,Citibank,-3.998072,-4.090166,Match
TXN-006123,2039-10-06,ACCT-624568,Bank of America,4.596654,4.2416143,Match
TXN-006125,2039-10-08,ACCT-956032,Chase,366.9411,266.86478,Match
TXN-006133,2039-10-16,ACCT-317079,Wells Fargo,-4.0055885,-4.0975976,Break
TXN-006137,2039-10-20,ACCT-748763,Citibank,61.240128,180.7879,Break
TXN-006141,2039-10-24,ACCT-345845,Chase,2138.072,1845.4209,Match
TXN-006143,2039-10-26,ACCT-722267,Bank of America,62.44291,66.15199,Match
TXN-006145,2039-10-28,ACCT-208150,Citibank,-4.005632,-4.097633,Match
TXN-006151,2039-11-03,ACCT-155721,Chase,-4.0019627,-4.0902004,Break
TXN-006155,2039-11-07,ACCT-678241,HSBC,378.77338,705.94775,Break
TXN-006165,2039-11-17,ACCT-053760,Wells Fargo,-3.9194674,-4.039178,Break
TXN-006166,2039-11-18,ACCT-805246,Citibank,2.9268596,0.46707854,Match
TXN-006167,2039-11-19,ACCT-124652,Citibank,-4.0055943,-4.097531,Break
TXN-006169,2039-11-21,ACCT-339844,Citibank,-4.005172,-4.0970573,Break
TXN-006172,2039-11-24,ACCT-589577,HSBC,-3.8954453,-4.0210214,Match
TXN-006173,2039-11-25,ACCT-492345,Citibank,-4.005633,-4.0976257,Break
TXN-006184,2039-12-06,ACCT-461427,Citibank,-4.0055265,-4.0975046,Match
TXN-006185,2039-12-07,ACCT-741967,HSBC,55.822742,43.337227,Break
TXN-006186,2039-12-08,ACCT-899742,HSBC,25.629242,25.921764,Match
TXN-006187,2039-12-09,ACCT-088852,Bank of America,-4.0021753,-4.0910077,Break
TXN-006191,2039-12-13,ACCT-632904,Citibank,-4.005636,-4.097636,Match
TXN-006198,2039-12-20,ACCT-357559,HSBC,-4.0051785,-4.0974727,Break
TXN-006209,2039-12-31,ACCT-408183,Citibank,439.42075,401.2107,Match
TXN-006213,2040-01-04,ACCT-743725,Chase,-4.005633,-4.0976343,Match
TXN-006223,2040-01-14,ACCT-597480,Bank of America,-4.005636,-4.0976357,Break
TXN-006229,2040-01-20,ACCT-454256,Bank of America,-2.6783743,1.7158135,Break
TXN-006230,2040-01-21,ACCT-395394,Chase,-3.945792,-4.0484076,Match
TXN-006231,2040-01-22,ACCT-348683,Chase,5.257929,14.056115,Break
TXN-006233,2040-01-24,ACCT-192791,Citibank,-3.554352,-3.4129422,Break
TXN-006234,2040-01-25,ACCT-896951,Bank of America,-4.0055346,-4.0975304,Match
TXN-006236,2040-01-27,ACCT-094166,Chase,-3.6919205,-3.4785938,Match
TXN-006237,2040-01-28,ACCT-951231,Chase,-4.0043807,-4.0967774,Match
TXN-006239,2040-01-30,ACCT-547274,Wells Fargo,-4.0056205,-4.09763,Match
TXN-006242,2040-02-02,ACCT-333510,Chase,787.7872,1003.0269,Match
TXN-006252,2040-02-12,ACCT-391112,Citibank,-4.004372,-4.0919747,Break
TXN-006255,2040-02-15,ACCT-445527,Citibank,-3.950988,-3.9179018,Match
TXN-006257,2040-02-17,ACCT-764640,Citibank,909.36865,735.54926,Match
TXN-006258,2040-02-18,ACCT-477675,Bank of America,-4.005636,-4.097636,Break
TXN-006263,2040-02-23,ACCT-552516,HSBC,1600.7086,1464.5088,Break
TXN-006266,2040-02-26,ACCT-315514,Bank of America,-4.005636,-4.097636,Match
TXN-006268,2040-02-28,ACCT-348448,Wells Fargo,-4.0056343,-4.0976357,Match
TXN-006270,2040-03-01,ACCT-875406,Chase,1165.7274,1353.6844,Match
TXN-006273,2040-03-04,ACCT-895608,Bank of America,-4.003489,-4.0956645,Match
TXN-006275,2040-03-06,ACCT-738542,Citibank,-3.99108,-4.084708,Match
TXN-006277,2040-03-08,ACCT-886911,Chase,230.50874,103.199936,Match
TXN-006279,2040-03-10,ACCT-890806,Citibank,-4.0054774,-4.0968256,Break
TXN-006280,2040-03-11,ACCT-070995,HSBC,-2.4159703,-2.7119846,Break
TXN-006281,2040-03-12,ACCT-524921,Citibank,14.14225,17.550282,Match
TXN-006282,2040-03-13,ACCT-147691,Bank of America,477.61227,901.7692,Break
TXN-006284,2040-03-15,ACCT-061853,Citibank,-4.0056157,-4.097555,Break
TXN-006285,2040-03-16,ACCT-007973,HSBC,-3.9856405,-4.086279,Break
TXN-006286,2040-03-17,ACCT-516208,HSBC,-4.000998,-4.088824,Break
TXN-006287,2040-03-18,ACCT-439093,Chase,108.2411,66.65881,Match
TXN-006288,2040-03-19,ACCT-794415,Citibank,13.75489,31.807281,Match
TXN-006289,2040-03-20,ACCT-584293,Wells Fargo,-3.9339945,-3.9200585,Break
TXN-006294,2040-03-25,ACCT-931687,Bank of America,-4.0056357,-4.0976357,Break
TXN-006295,2040-03-26,ACCT-433903,Chase,461.82608,807.69147,Break
TXN-006296,2040-03-27,ACCT-200814,HSBC,1.3752054,1.7643102,Match
TXN-006299,2040-03-30,ACCT-678416,Bank of America,-4.0052648,-4.0965075,Break
TXN-006300,2040-03-31,ACCT-957487,Chase,1782.3988,1898.3391,Match
TXN-006303,2040-04-03,ACCT-121843,Bank of America,-4.005636,-4.097636,Break
TXN-006304,2040-04-04,ACCT-936557,HSBC,2064.1382,2101.4429,Break
TXN-006305,2040-04-05,ACCT-239580,Citibank,34.19402,70.97963,Match
TXN-006306,2040-04-06,ACCT-504844,Citibank,-3.9961135,-4.08449,Match
TXN-006314,2040-04-14,ACCT-231987,Bank of America,-3.9721594,-3.9989276,Break
TXN-006317,2040-04-17,ACCT-528019,Wells Fargo,1.212602,1.2026805,Break
TXN-006318,2040-04-18,ACCT-755246,Citibank,-4.005636,-4.097636,Match
TXN-006321,2040-04-21,ACCT-054552,Chase,-3.6042767,-3.3363004,Match
TXN-006328,2040-04-28,ACCT-373456,Citibank,175.82051,433.51825,Break
TXN-006332,2040-05-02,ACCT-208102,Bank of America,-4.0056024,-4.097505,Break
TXN-006336,2040-05-06,ACCT-560537,Chase,-3.925335,-4.0240307,Match
TXN-006340,2040-05-10,ACCT-191927,Citibank,74.38644,131.23956,Match
TXN-006343,2040-05-13,ACCT-532818,Chase,11.240103,12.347283,Match
TXN-006345,2040-05-15,ACCT-913181,Chase,82.65574,118.78763,Match
TXN-006346,2040-05-16,ACCT-170450,Chase,-2.5977151,-2.0472996,Match
TXN-006347,2040-05-17,ACCT-198839,Citibank,-4.005636,-4.097636,Break
TXN-006354,2040-05-24,ACCT-837024,Citibank,-4.0055585,-4.097291,Break
TXN-006355,2040-05-25,ACCT-059640,Chase,-4.005629,-4.0976286,Match
TXN-006357,2040-05-27,ACCT-011563,HSBC,-3.9655437,-3.9548526,Break
TXN-006358,2040-05-28,ACCT-821046,Bank of America,1.6018428,7.5939436,Break
