Transaction ID,Date,Account Number,Bank Name,Bank Statement Amount,Book Records Amount,Match Status,Break Reason
TXN-002940,2031-01-18,ACCT-145663,Chase,-3.9999032,-4.0941906,Match,
TXN-001809,2027-12-14,ACCT-813472,Bank of America,-3.955856,-4.0448103,Match,
TXN-003167,2031-09-02,ACCT-095745,Citibank,-3.967718,-4.0331125,Match,
TXN-000415,2024-02-19,ACCT-501956,HSBC,-4.0053954,-4.097335,Break,Missing in Bank
TXN-001341,2026-09-02,ACCT-365394,Wells Fargo,-4.005636,-4.097636,Match,
TXN-009372,2048-08-28,ACCT-476527,Citibank,24.092747,54.11014,Match,
TXN-007741,2044-03-11,ACCT-282122,Citibank,-4.005616,-4.0975876,Break,Bank Error
TXN-005061,2036-11-08,ACCT-098796,Citibank,-4.005382,-4.097391,Match,
TXN-004634,2035-09-08,ACCT-069514,Citibank,-3.9666474,-4.0485806,Break,Duplicate Entry
TXN-004610,2035-08-15,ACCT-448394,Chase,2804.1836,2701.551,Match,
TXN-007367,2043-03-03,ACCT-165351,HSBC,2467.6194,2355.6804,Match,
TXN-001470,2027-01-09,ACCT-189426,Chase,-3.9526463,-3.9658985,Break,Bank Error
TXN-001711,2027-09-07,ACCT-925649,Citibank,-0.5539044,4.0213194,Break,Timing Difference
TXN-006271,2040-03-02,ACCT-718065,Bank of America,68.28174,62.929234,Match,
TXN-008733,2046-11-28,ACCT-583767,Citibank,16.489096,31.170906,Match,
TXN-002272,2029-03-21,ACCT-075137,Chase,348.16843,309.8176,Match,
TXN-001584,2027-05-03,ACCT-122968,Citibank,2328.6116,2363.6177,Match,
TXN-001413,2026-11-13,ACCT-057241,Wells Fargo,-4.0056353,-4.097636,Match,
TXN-004112,2034-04-04,ACCT-660227,Citibank,216.78127,187.87021,Match,
TXN-007653,2043-12-14,ACCT-398956,Chase,-2.0212533,-0.8910824,Break,Duplicate Entry
TXN-006694,2041-04-29,ACCT-424945,Bank of America,-0.71001947,-0.7430266,Match,
TXN-001723,2027-09-19,ACCT-666383,HSBC,1245.2164,1034.1349,Break,Timing Difference
TXN-002025,2028-07-17,ACCT-706437,HSBC,2360.456,2335.2644,Break,Fraudulent/Unauthorized
TXN-002213,2029-01-21,ACCT-468425,Wells Fargo,905.8245,792.36066,Break,Bank Error
TXN-001508,2027-02-16,ACCT-888538,Citibank,1.4410547,11.292742,Break,Amount Mismatch
TXN-002623,2030-03-07,ACCT-598326,Bank of America,-4.0056357,-4.097636,Match,
TXN-005291,2037-06-26,ACCT-352146,Bank of America,-4.0052047,-4.0968127,Break,Fraudulent/Unauthorized
TXN-009129,2047-12-29,ACCT-838985,HSBC,-4.005274,-4.0974383,Match,
TXN-001322,2026-08-14,ACCT-724703,Bank of America,-3.9590936,-4.043782,Match,
TXN-000843,2025-04-22,ACCT-187509,Wells Fargo,-3.8941538,-3.8143754,Break,Duplicate Entry
TXN-001147,2026-02-20,ACCT-652675,Bank of America,-4.0055757,-4.0975847,Match,
TXN-003625,2032-12-03,ACCT-937916,HSBC,164.51428,306.811,Break,Missing in Bank
TXN-004281,2034-09-20,ACCT-076137,Wells Fargo,-3.960491,-4.0668693,Match,
TXN-009011,2047-09-02,ACCT-882976,Wells Fargo,10.08494,13.422679,Break,Missing in Bank
TXN-008987,2047-08-09,ACCT-374410,Citibank,40.94683,173.55971,Match,
TXN-004682,2035-10-26,ACCT-691482,Wells Fargo,-3.9184458,-4.022358,Break,Timing Difference
TXN-000464,2024-04-08,ACCT-163407,Citibank,-4.0053196,-4.0966043,Break,Missing in Books
TXN-001755,2027-10-21,ACCT-141826,Citibank,-3.9050415,-3.8398638,Break,Duplicate Entry
TXN-003937,2033-10-11,ACCT-453893,Chase,-3.9821677,-4.0773015,Match,
TXN-007934,2044-09-20,ACCT-981617,Chase,-2.5583293,-3.1949136,Match,
TXN-009461,2048-11-25,ACCT-460441,Chase,-4.005627,-4.097614,Break,Timing Difference
TXN-004402,2035-01-19,ACCT-296697,HSBC,-3.9991431,-4.0916915,Break,Missing in Books
TXN-004701,2035-11-14,ACCT-713817,Citibank,31.095644,28.306828,Match,
TXN-008992,2047-08-14,ACCT-226861,Citibank,-4.0056195,-4.097617,Match,
TXN-000379,2024-01-14,ACCT-606238,Wells Fargo,-3.9651117,-4.0582337,Break,Missing in Books
TXN-003107,2031-07-04,ACCT-249550,Bank of America,-3.027715,-3.0689604,Match,
TXN-008216,2045-06-29,ACCT-701992,Citibank,64.875916,63.228985,Match,
TXN-001336,2026-08-28,ACCT-484415,Bank of America,-4.0021644,-4.089517,Break,Bank Error
TXN-001224,2026-05-08,ACCT-204578,Bank of America,-4.005636,-4.097636,Match,
TXN-003849,2033-07-15,ACCT-907861,Chase,-4.004832,-4.0971217,Match,
TXN-002717,2030-06-09,ACCT-936557,Wells Fargo,-3.9966474,-4.077477,Break,Duplicate Entry
TXN-006838,2041-09-20,ACCT-709962,Citibank,168.03345,225.5338,Break,Timing Difference
TXN-002953,2031-01-31,ACCT-149085,Wells Fargo,2.0409153,1.6706146,Break,Amount Mismatch
TXN-001351,2026-09-12,ACCT-357799,Wells Fargo,379.29166,357.43414,Match,
TXN-001083,2025-12-18,ACCT-837346,Chase,-3.7991633,-3.56015,Break,Timing Difference
TXN-006454,2040-09-01,ACCT-981818,Bank of America,-3.7649066,-3.1823678,Break,Fraudulent/Unauthorized
TXN-001812,2027-12-17,ACCT-231412,HSBC,2673.9841,2367.5261,Match,
TXN-004122,2034-04-14,ACCT-646125,HSBC,214.97263,253.91331,Break,Missing in Bank
TXN-001352,2026-09-13,ACCT-719707,Chase,733.4295,872.84985,Break,Missing in Bank
TXN-007818,2044-05-27,ACCT-544418,HSBC,1459.3418,1572.6189,Match,
TXN-008797,2047-01-31,ACCT-106887,Chase,2368.5435,1986.5736,Match,
TXN-001895,2028-03-09,ACCT-040949,HSBC,-4.005636,-4.097636,Break,Fraudulent/Unauthorized
TXN-006640,2041-03-06,ACCT-311594,Chase,89.55221,180.23991,Match,
TXN-000566,2024-07-19,ACCT-731635,HSBC,-4.005636,-4.097636,Break,Timing Difference
TXN-003904,2033-09-08,ACCT-151121,Bank of America,-4.005636,-4.097636,Break,Bank Error
TXN-007101,2042-06-10,ACCT-197844,Chase,-3.9835489,-4.0311947,Break,Bank Error
TXN-003674,2033-01-21,ACCT-450089,HSBC,2821.173,2676.1108,Match,
TXN-004367,2034-12-15,ACCT-382680,Chase,-3.9587598,-3.98002,Break,Duplicate Entry
TXN-007546,2043-08-29,ACCT-758343,Bank of America,-4.0056357,-4.0976334,Break,Duplicate Entry
TXN-001213,2026-04-27,ACCT-891461,Bank of America,-4.004988,-4.096825,Match,
TXN-001190,2026-04-04,ACCT-864515,Chase,1501.9258,1829.6305,Match,
TXN-003956,2033-10-30,ACCT-849772,Wells Fargo,-4.005636,-4.097636,Match,
TXN-000899,2025-06-17,ACCT-365076,Citibank,-4.0055995,-4.097604,Break,Bank Error
TXN-004787,2036-02-08,ACCT-181608,Wells Fargo,-4.0056324,-4.097634,Break,Timing Difference
TXN-008093,2045-02-26,ACCT-277396,Chase,2.4805138,18.303778,Break,Duplicate Entry
TXN-004603,2035-08-08,ACCT-389570,HSBC,-2.781055,-0.718789,Break,Timing Difference
TXN-008897,2047-05-11,ACCT-817838,Chase,1980.2573,1646.5947,Match,
TXN-003455,2032-06-16,ACCT-840450,Bank of America,-3.7446618,-3.6861212,Match,
TXN-003610,2032-11-18,ACCT-639165,Citibank,-3.7772288,-3.629455,Match,
TXN-008158,2045-05-02,ACCT-446682,Bank of America,140.98022,370.14676,Break,Missing in Books
TXN-008766,2046-12-31,ACCT-519536,Bank of America,-3.9903626,-4.0433674,Break,Amount Mismatch
TXN-009678,2049-06-30,ACCT-498685,Citibank,-4.005636,-4.097636,Match,
TXN-007573,2043-09-25,ACCT-906824,Wells Fargo,-4.0055885,-4.097556,Break,Timing Difference
TXN-003910,2033-09-14,ACCT-010801,HSBC,-3.9939928,-4.0691156,Break,Amount Mismatch
TXN-004029,2034-01-11,ACCT-797464,Wells Fargo,-1.617647,1.3644141,Break,Bank Error
TXN-003932,2033-10-06,ACCT-939472,Citibank,-4.005636,-4.097636,Break,Missing in Books
TXN-002333,2029-05-21,ACCT-032938,Wells Fargo,7.8623457,1.0156783,Match,
TXN-007303,2042-12-29,ACCT-486750,Chase,-1.7357355,-0.025524281,Match,
TXN-002263,2029-03-12,ACCT-477685,Citibank,-3.845531,-3.2294977,Break,Missing in Books
TXN-009261,2048-05-09,ACCT-196118,Wells Fargo,-4.0041823,-4.094161,Break,Missing in Bank
TXN-005782,2038-10-30,ACCT-982709,Citibank,-4.0048947,-4.0956845,Break,Missing in Bank
TXN-002596,2030-02-08,ACCT-574516,Citibank,-4.0055594,-4.09759,Match,
TXN-007201,2042-09-18,ACCT-211434,Chase,32.89309,83.1572,Break,Duplicate Entry
TXN-003594,2032-11-02,ACCT-015148,Bank of America,-4.0054727,-4.0973396,Break,Missing in Books
TXN-005217,2037-04-13,ACCT-734891,Citibank,-4.0048647,-4.096011,Break,Missing in Bank
TXN-001031,2025-10-27,ACCT-151932,Citibank,2616.351,2586.5505,Match,
TXN-007434,2043-05-09,ACCT-268859,HSBC,17.098469,33.62573,Break,Timing Difference
TXN-007878,2044-07-26,ACCT-516208,Citibank,-3.8557167,-3.9520354,Match,
TXN-008824,2047-02-27,ACCT-706599,HSBC,-0.6943687,4.557926,Break,Timing Difference
TXN-008237,2045-07-20,ACCT-772422,Chase,-4.00552,-4.097541,Match,
TXN-005734,2038-09-12,ACCT-411602,Wells Fargo,26.759333,49.35379,Break,Bank Error
TXN-005379,2037-09-22,ACCT-304936,Citibank,2085.3096,1985.865,Match,
TXN-007763,2044-04-02,ACCT-267261,Citibank,-3.8983288,-3.7640676,Break,Timing Difference
TXN-001756,2027-10-22,ACCT-414673,Wells Fargo,-4.0039897,-4.0966053,Match,
TXN-007356,2043-02-20,ACCT-000279,Citibank,-4.0056105,-4.09745,Break,Missing in Bank
TXN-004162,2034-05-24,ACCT-673192,HSBC,2861.9116,2755.6345,Match,
TXN-000232,2023-08-20,ACCT-800533,Wells Fargo,681.30237,442.1302,Match,
TXN-008105,2045-03-10,ACCT-527440,Wells Fargo,0.5317496,1.7276934,Break,Amount Mismatch
TXN-000111,2023-04-21,ACCT-876427,Chase,-3.1453123,-1.4412292,Break,Missing in Books
TXN-005458,2037-12-10,ACCT-600873,HSBC,2298.9512,2009.3738,Match,
TXN-006709,2041-05-14,ACCT-995819,HSBC,2664.9573,2565.912,Match,
TXN-002515,2029-11-19,ACCT-046522,HSBC,870.26276,1226.9403,Break,Bank Error
TXN-005962,2039-04-28,ACCT-553837,Chase,918.48425,1249.5662,Match,
TXN-004280,2034-09-19,ACCT-579286,Citibank,-3.9370508,-4.0213747,Break,Missing in Bank
TXN-004721,2035-12-04,ACCT-563838,Citibank,75.35481,90.520004,Match,
TXN-002918,2030-12-27,ACCT-053351,Citibank,-2.9067235,-3.1306505,Match,
TXN-009391,2048-09-16,ACCT-181072,HSBC,35.193005,42.433464,Break,Amount Mismatch
TXN-002993,2031-03-12,ACCT-802046,Citibank,849.7067,1669.6132,Break,Fraudulent/Unauthorized
TXN-002318,2029-05-06,ACCT-516631,Citibank,-3.5609376,-3.1783073,Break,Fraudulent/Unauthorized
TXN-004848,2036-04-09,ACCT-238667,Citibank,-2.7352576,-1.5270144,Break,Missing in Bank
TXN-004293,2034-10-02,ACCT-859190,Wells Fargo,-4.0041976,-4.0957212,Break,Missing in Books
TXN-006992,2042-02-21,ACCT-655901,Chase,-2.2119892,-2.277153,Match,
TXN-001516,2027-02-24,ACCT-775737,Citibank,-4.005481,-4.0974884,Break,Duplicate Entry
TXN-000217,2023-08-05,ACCT-122557,Bank of America,-4.005623,-4.0976067,Break,Duplicate Entry
TXN-009214,2048-03-23,ACCT-083397,Citibank,-3.9185438,-4.0106177,Match,
TXN-009062,2047-10-23,ACCT-486659,Bank of America,-4.0056252,-4.09763,Match,
TXN-008418,2046-01-17,ACCT-945753,Wells Fargo,-3.8946464,-4.039074,Match,
TXN-002264,2029-03-13,ACCT-205730,Bank of America,3.6436884,5.7215366,Match,
TXN-005327,2037-08-01,ACCT-141874,Wells Fargo,-3.9964802,-4.0933886,Match,
TXN-006841,2041-09-23,ACCT-956137,Chase,2867.756,2838.263,Match,
TXN-008499,2046-04-08,ACCT-278451,Citibank,130.09128,318.57004,Break,Missing in Bank
TXN-006011,2039-06-16,ACCT-646125,Bank of America,-4.0056014,-4.0976152,Match,
TXN-000894,2025-06-12,ACCT-655171,Citibank,864.5752,918.08685,Match,
TXN-001491,2027-01-30,ACCT-262021,Citibank,-0.8431078,-1.2857643,Match,
TXN-003004,2031-03-23,ACCT-824576,Wells Fargo,-4.005626,-4.0976305,Match,
TXN-001851,2028-01-25,ACCT-574186,HSBC,-3.9616678,-4.067863,Break,Timing Difference
TXN-005200,2037-03-27,ACCT-395618,Citibank,-1.4964823,0.27940974,Match,
TXN-006381,2040-06-20,ACCT-102631,Bank of America,-4.0056005,-4.0975647,Break,Bank Error
TXN-000325,2023-11-21,ACCT-780089,Citibank,-3.8607557,-3.8519323,Break,Missing in Books
TXN-001216,2026-04-30,ACCT-254527,Citibank,-3.8828661,-3.5387828,Break,Missing in Bank
TXN-002900,2030-12-09,ACCT-648874,Chase,2579.3845,2547.9683,Match,
TXN-002934,2031-01-12,ACCT-169589,Citibank,-4.0054374,-4.097417,Match,
TXN-003659,2033-01-06,ACCT-283941,Bank of America,-4.0054636,-4.097513,Break,Fraudulent/Unauthorized
TXN-008679,2046-10-05,ACCT-756006,Wells Fargo,1299.3152,900.63086,Match,
TXN-006674,2041-04-09,ACCT-011020,HSBC,-4.004785,-4.0972443,Match,
TXN-007973,2044-10-29,ACCT-823853,Chase,-3.9178543,-4.016456,Match,
TXN-008587,2046-07-05,ACCT-461983,Bank of America,-3.8883317,-3.7275996,Match,
TXN-006170,2039-11-22,ACCT-493140,HSBC,-4.0056353,-4.097633,Break,Missing in Bank
TXN-009725,2049-08-16,ACCT-097626,HSBC,-4.005636,-4.097636,Break,Missing in Bank
TXN-001130,2026-02-03,ACCT-375411,Bank of America,-4.005636,-4.097636,Match,
TXN-008857,2047-04-01,ACCT-928836,Citibank,-3.952538,-3.9256625,Break,Timing Difference
TXN-002919,2030-12-28,ACCT-495660,Chase,8.615174,30.10445,Break,Amount Mismatch
TXN-003903,2033-09-07,ACCT-686860,Chase,-3.9411485,-4.0376897,Match,
TXN-007948,2044-10-04,ACCT-662182,Bank of America,-4.005636,-4.097636,Break,Fraudulent/Unauthorized
TXN-009098,2047-11-28,ACCT-901567,Bank of America,-4.005636,-4.097636,Break,Bank Error
TXN-003828,2033-06-24,ACCT-161086,HSBC,-0.97012985,-2.6467738,Break,Duplicate Entry
TXN-004924,2036-06-24,ACCT-239364,Chase,-4.0055165,-4.0974994,Match,
TXN-000209,2023-07-28,ACCT-504323,Chase,-4.005506,-4.097439,Match,
TXN-003255,2031-11-29,ACCT-388290,Citibank,-1.8663849,-1.6683742,Match,
TXN-002796,2030-08-27,ACCT-526967,Chase,-4.0024505,-4.0936065,Break,Timing Difference
TXN-005107,2036-12-24,ACCT-305609,Citibank,1797.0679,1710.7273,Match,
TXN-009012,2047-09-03,ACCT-893894,Chase,18.767506,49.826694,Break,Bank Error
TXN-000799,2025-03-09,ACCT-809241,Chase,2128.7725,2393.3103,Match,
TXN-009106,2047-12-06,ACCT-656146,Citibank,-3.8894908,-3.797561,Break,Amount Mismatch
TXN-000735,2025-01-04,ACCT-712697,Citibank,-4.0055943,-4.097532,Break,Fraudulent/Unauthorized
TXN-002245,2029-02-22,ACCT-455441,Citibank,-3.95361,-4.054192,Match,
TXN-000179,2023-06-28,ACCT-874960,Chase,36.561554,60.19878,Break,Fraudulent/Unauthorized
TXN-005831,2038-12-18,ACCT-733546,Wells Fargo,-4.0044165,-4.096969,Match,
TXN-007009,2042-03-10,ACCT-957436,HSBC,4.7450676,3.4858205,Match,
TXN-001175,2026-03-20,ACCT-183103,Citibank,1859.9786,2097.4487,Match,
TXN-006643,2041-03-09,ACCT-739862,Bank of America,-4.005617,-4.097564,Break,Bank Error
TXN-005849,2039-01-05,ACCT-295478,HSBC,-4.005636,-4.097636,Break,Bank Error
TXN-001832,2028-01-06,ACCT-373595,Chase,-3.8372846,-3.8177576,Match,
TXN-007996,2044-11-21,ACCT-393641,Chase,72.42152,118.2029,Match,
TXN-009280,2048-05-28,ACCT-902880,Citibank,-4.005574,-4.0974708,Break,Amount Mismatch
TXN-007898,2044-08-15,ACCT-504792,Citibank,357.20544,661.37683,Break,Amount Mismatch
TXN-008598,2046-07-16,ACCT-134581,HSBC,309.78098,371.41037,Break,Missing in Bank
TXN-008523,2046-05-02,ACCT-605531,Citibank,-3.997725,-4.078851,Match,
TXN-000199,2023-07-18,ACCT-182575,HSBC,2902.1055,2835.0874,Match,
TXN-007929,2044-09-15,ACCT-278270,Chase,448.9886,821.5919,Match,
TXN-007077,2042-05-17,ACCT-596401,Bank of America,-3.900448,-3.9932265,Break,Timing Difference
TXN-009285,2048-06-02,ACCT-034866,Wells Fargo,-4.0043597,-4.095675,Break,Fraudulent/Unauthorized
TXN-001098,2026-01-02,ACCT-333661,Citibank,-4.0053973,-4.0970473,Break,Timing Difference
TXN-000549,2024-07-02,ACCT-811458,Bank of America,-4.0051584,-4.0962486,Break,Missing in Books
TXN-006909,2041-11-30,ACCT-633295,Citibank,-1.3068208,0.72440183,Break,Duplicate Entry
TXN-008230,2045-07-13,ACCT-734388,Chase,-3.959329,-4.068465,Break,Missing in Books
TXN-004707,2035-11-20,ACCT-666819,Citibank,-3.9912443,-4.076968,Match,
TXN-006913,2041-12-04,ACCT-502197,Chase,-3.9979513,-4.0895634,Match,
TXN-003370,2032-03-23,ACCT-165419,HSBC,72.67678,37.303383,Match,
TXN-007584,2043-10-06,ACCT-835320,HSBC,39.252346,73.90574,Break,Duplicate Entry
TXN-002533,2029-12-07,ACCT-943726,Wells Fargo,-3.9381266,-4.0434985,Break,Missing in Bank
TXN-004056,2034-02-07,ACCT-986764,Chase,2433.5574,2039.0671,Match,
TXN-002315,2029-05-03,ACCT-057335,Bank of America,-0.6292316,6.12197,Match,
TXN-006654,2041-03-20,ACCT-659358,Wells Fargo,-4.00549,-4.097446,Break,Timing Difference
TXN-006886,2041-11-07,ACCT-625441,Bank of America,3.027405,5.682933,Break,Timing Difference
TXN-005938,2039-04-04,ACCT-351827,Citibank,-2.9593096,-3.1587393,Match,
TXN-002816,2030-09-16,ACCT-545363,Wells Fargo,-4.005636,-4.097636,Break,Fraudulent/Unauthorized
TXN-003438,2032-05-30,ACCT-848806,HSBC,-4.005105,-4.0959144,Break,Duplicate Entry
TXN-003881,2033-08-16,ACCT-474359,Chase,25.79253,13.210736,Match,
TXN-004158,2034-05-20,ACCT-217030,Citibank,2.5631683,0.93684757,Match,
TXN-000067,2023-03-08,ACCT-065747,HSBC,-2.8003287,-3.2322924,Match,
TXN-007867,2044-07-15,ACCT-950795,Citibank,-3.9821196,-4.074915,Match,
TXN-000617,2024-09-08,ACCT-184059,Chase,-2.3029351,-2.3020034,Match,
TXN-001119,2026-01-23,ACCT-684297,HSBC,4.288065,4.0057535,Break,Timing Difference
TXN-003261,2031-12-05,ACCT-497176,Bank of America,-4.000042,-4.091344,Match,
TXN-003402,2032-04-24,ACCT-524435,HSBC,1.5715812,-0.8195654,Break,Timing Difference
TXN-003693,2033-02-09,ACCT-075558,Wells Fargo,-4.0022225,-4.0872917,Break,Missing in Bank
TXN-000938,2025-07-26,ACCT-598458,Citibank,1.6608852,7.1406164,Match,
TXN-006605,2041-01-30,ACCT-389515,Citibank,-4.0056353,-4.097633,Break,Missing in Books
TXN-002573,2030-01-16,ACCT-355253,Bank of America,39.403706,30.855888,Break,Bank Error
TXN-007537,2043-08-20,ACCT-893441,HSBC,2198.3555,1955.6075,Match,
TXN-006325,2040-04-25,ACCT-060431,HSBC,2757.3042,2475.0662,Match,
TXN-000623,2024-09-14,ACCT-891375,Chase,168.91585,183.15446,Break,Fraudulent/Unauthorized
TXN-001682,2027-08-09,ACCT-740346,Chase,242.44829,469.74442,Break,Duplicate Entry
TXN-002127,2028-10-27,ACCT-577943,HSBC,-4.005255,-4.0972686,Break,Missing in Books
TXN-000788,2025-02-26,ACCT-715796,HSBC,-1.1028181,-0.2844955,Match,
TXN-003333,2032-02-15,ACCT-303445,Bank of America,-3.290363,-2.8315315,Break,Missing in Bank
TXN-007237,2042-10-24,ACCT-614448,Citibank,-4.005409,-4.096126,Break,Amount Mismatch
TXN-001093,2025-12-28,ACCT-472366,HSBC,1.06016,1.8709477,Break,Missing in Books
TXN-009104,2047-12-04,ACCT-729178,HSBC,-4.005636,-4.097636,Match,
TXN-005021,2036-09-29,ACCT-839776,Citibank,-3.785628,-3.2731762,Break,Missing in Bank
TXN-009354,2048-08-10,ACCT-878504,HSBC,-4.005636,-4.097636,Match,
TXN-005945,2039-04-11,ACCT-900786,HSBC,1438.0768,1729.3724,Break,Missing in Books
TXN-003281,2031-12-25,ACCT-555056,HSBC,0.020256847,-0.8086771,Break,Amount Mismatch
TXN-008187,2045-05-31,ACCT-461525,Citibank,-3.8529468,-3.3745468,Break,Missing in Bank
TXN-002202,2029-01-10,ACCT-263510,Citibank,-4.0028214,-4.08935,Break,Timing Difference
TXN-001161,2026-03-06,ACCT-220973,Chase,2052.1094,2242.9836,Break,Amount Mismatch
TXN-005582,2038-04-13,ACCT-450089,HSBC,-3.7107022,-3.223423,Break,Amount Mismatch
TXN-003593,2032-11-01,ACCT-532332,HSBC,2576.113,2368.346,Match,
TXN-003953,2033-10-27,ACCT-999426,Bank of America,-4.000577,-4.088998,Match,
TXN-009692,2049-07-14,ACCT-745223,HSBC,2689.0566,2649.884,Break,Missing in Bank
TXN-006248,2040-02-08,ACCT-493532,Wells Fargo,783.2644,482.79144,Match,
TXN-004154,2034-05-16,ACCT-605911,HSBC,3.9192922,12.542819,Break,Missing in Books
TXN-000479,2024-04-23,ACCT-962972,Citibank,8.510607,51.24286,Break,Timing Difference
TXN-001353,2026-09-14,ACCT-345991,Citibank,-2.2060287,-1.4218229,Break,Missing in Bank
TXN-004310,2034-10-19,ACCT-969660,Bank of America,20.369236,17.688374,Match,
TXN-005699,2038-08-08,ACCT-141886,Bank of America,-4.001941,-4.0859385,Break,Missing in Books
TXN-002648,2030-04-01,ACCT-183024,Citibank,277.4733,833.8619,Break,Timing Difference
TXN-008461,2046-03-01,ACCT-659590,Bank of America,-3.9984977,-4.0867095,Match,
TXN-008199,2045-06-12,ACCT-971712,HSBC,-4.0055957,-4.0976157,Break,Duplicate Entry
TXN-007690,2044-01-20,ACCT-939156,Wells Fargo,-4.0055985,-4.0976176,Match,
TXN-009258,2048-05-06,ACCT-319832,HSBC,2649.0693,2226.7026,Match,
TXN-002590,2030-02-02,ACCT-804926,Bank of America,-4.005614,-4.09762,Match,
TXN-001034,2025-10-30,ACCT-038732,Bank of America,-4.005636,-4.097636,Break,Missing in Bank
TXN-004687,2035-10-31,ACCT-135036,Citibank,-3.9223442,-4.0143995,Match,
TXN-005012,2036-09-20,ACCT-652177,Citibank,2591.5244,2615.585,Match,
TXN-002599,2030-02-11,ACCT-712549,Citibank,9.43445,34.896023,Break,Bank Error
TXN-005820,2038-12-07,ACCT-069185,Bank of America,-4.0056267,-4.097624,Break,Fraudulent/Unauthorized
TXN-004609,2035-08-14,ACCT-408797,Citibank,-3.869385,-3.2934582,Break,Missing in Bank
TXN-008471,2046-03-11,ACCT-103887,HSBC,1688.4246,1997.7092,Break,Fraudulent/Unauthorized
TXN-009041,2047-10-02,ACCT-368168,Chase,1516.4542,901.56226,Match,
TXN-007451,2043-05-26,ACCT-369962,Chase,-1.0305978,-2.4555624,Match,
TXN-004672,2035-10-16,ACCT-533658,Chase,-0.83175504,4.0993814,Break,Amount Mismatch
TXN-005584,2038-04-15,ACCT-401899,Citibank,-3.849035,-3.544929,Break,Duplicate Entry
TXN-003718,2033-03-06,ACCT-281873,HSBC,930.99567,1153.7775,Break,Missing in Books
TXN-009328,2048-07-15,ACCT-121939,HSBC,-4.0055337,-4.0975432,Break,Timing Difference
TXN-003929,2033-10-03,ACCT-488619,Bank of America,-4.00227,-4.088989,Break,Bank Error
TXN-003618,2032-11-26,ACCT-819357,Chase,758.50684,580.44,Match,
TXN-001426,2026-11-26,ACCT-413884,Chase,1.8825911,2.3245256,Match,
TXN-009379,2048-09-04,ACCT-035801,Chase,2512.9275,2553.1943,Break,Timing Difference
TXN-002920,2030-12-29,ACCT-828481,Citibank,-4.0018873,-4.0875664,Break,Bank Error
TXN-003820,2033-06-16,ACCT-802977,Citibank,-4.005618,-4.097568,Break,Timing Difference
TXN-001872,2028-02-15,ACCT-296157,Bank of America,-4.004947,-4.097121,Match,
TXN-005488,2038-01-09,ACCT-263065,HSBC,92.89786,89.74617,Break,Missing in Bank
TXN-000481,2024-04-25,ACCT-455419,Citibank,4.145323,17.356667,Break,Timing Difference
TXN-005973,2039-05-09,ACCT-774606,Chase,490.95352,437.27966,Break,Missing in Books
TXN-009601,2049-04-14,ACCT-280316,Citibank,593.3369,1076.1288,Break,Missing in Bank
TXN-002889,2030-11-28,ACCT-780089,Chase,-3.9532833,-3.979335,Break,Bank Error
TXN-006687,2041-04-22,ACCT-203759,Citibank,-4.0028834,-4.080757,Break,Bank Error
TXN-006316,2040-04-16,ACCT-206762,Chase,26.492142,37.61867,Match,
TXN-000528,2024-06-11,ACCT-401899,Chase,-1.1526736,-0.43190828,Break,Bank Error
TXN-004130,2034-04-22,ACCT-701467,Chase,-3.980024,-4.071074,Match,
TXN-000723,2024-12-23,ACCT-315030,Bank of America,-4.0056334,-4.097635,Break,Bank Error
TXN-005121,2037-01-07,ACCT-952131,Chase,31.956987,92.9105,Break,Timing Difference
TXN-004723,2035-12-06,ACCT-262541,Wells Fargo,-4.005199,-4.0970254,Break,Bank Error
TXN-000221,2023-08-09,ACCT-409920,Citibank,229.26508,322.2387,Match,
TXN-009189,2048-02-27,ACCT-343715,HSBC,-4.005051,-4.097038,Break,Amount Mismatch
TXN-001936,2028-04-19,ACCT-156582,Wells Fargo,22.8386,27.872076,Break,Duplicate Entry
TXN-000345,2023-12-11,ACCT-269152,Wells Fargo,-3.9697201,-4.082017,Match,
TXN-008333,2045-10-24,ACCT-658660,Chase,-3.6702108,-3.581973,Break,Missing in Books
TXN-009675,2049-06-27,ACCT-765932,HSBC,-4.0053253,-4.097422,Break,Duplicate Entry
TXN-004484,2035-04-11,ACCT-652053,HSBC,2690.8125,2675.8696,Match,
TXN-009707,2049-07-29,ACCT-704092,Bank of America,-4.00563,-4.0976257,Break,Timing Difference
TXN-008487,2046-03-27,ACCT-130904,HSBC,-1.8396145,0.25319895,Break,Missing in Books
TXN-009217,2048-03-26,ACCT-348068,Bank of America,-4.005633,-4.0976243,Break,Duplicate Entry
TXN-006904,2041-11-25,ACCT-664150,Citibank,-4.0014935,-4.083883,Break,Missing in Bank
TXN-009155,2048-01-24,ACCT-680709,Bank of America,1.221208,28.084232,Break,Fraudulent/Unauthorized
TXN-005961,2039-04-27,ACCT-722969,Chase,2826.5515,2759.4297,Match,
TXN-007035,2042-04-05,ACCT-759208,HSBC,-3.5823827,-3.795259,Match,
TXN-006052,2039-07-27,ACCT-600214,Citibank,-3.6682158,-2.995713,Break,Bank Error
TXN-002392,2029-07-19,ACCT-305921,Citibank,7.3308268,46.3028,Break,Fraudulent/Unauthorized
TXN-007182,2042-08-30,ACCT-345991,HSBC,-3.9811552,-4.0372777,Break,Timing Difference
TXN-004329,2034-11-07,ACCT-609579,Citibank,-4.005636,-4.0976357,Match,
